consent_id,client_id,collecting_org_id,dsa_id,consent_type,status,legal_basis,purpose_codes,data_categories,sharing_scope_type,sharing_scope_agency_ids,given_date,effective_date,expiry_date,withdrawal_date,superseded_date,consent_source,obtained_by_user_id,witness_user_id,consent_document_ref,notes
CNS-00117,CLI-0082,ORG-0009,4,inherited,expired,pipa_and_foippa,"referrals,coordinated_access,reporting",demographics,no_sharing,,2024-07-19,2024-07-19,2025-09-21,,,portal,USR-018,USR-004,DOC-39695,
CNS-00118,CLI-0083,ORG-0002,1,explicit,active,pipa_and_foippa,"research,reporting,coordinated_access","medical,family,mental_health,demographics",all_dsa_agencies,,2024-07-06,2024-07-06,2025-02-17,,,paper,USR-030,USR-016,DOC-56733,
CNS-00119,CLI-0084,ORG-0001,2,implied,active,foippa,"coordinated_access,referrals,case_mgmt","substance_use,mental_health",limited_agencies,"ORG-0005,ORG-0004,ORG-0003,ORG-0008",2023-06-16,2023-06-16,2024-06-22,,,paper,USR-025,,DOC-18124,
CNS-00120,CLI-0085,ORG-0009,1,explicit,active,foippa,"case_mgmt,research,referrals","financial,substance_use,family,demographics",all_dsa_agencies,,2025-04-17,2025-04-17,2026-05-02,,,digital_form,USR-021,USR-022,DOC-22578,
CNS-00121,CLI-0085,ORG-0002,3,implied,active,foippa_statutory,"case_mgmt,research","family,substance_use,mental_health,housing_status",limited_agencies,"ORG-0004,ORG-0006",2024-02-03,2024-02-03,2025-04-23,,,verbal_logged,USR-039,USR-039,DOC-73848,
CNS-00122,CLI-0086,ORG-0007,1,implied,active,pipa_and_foippa,"case_mgmt,reporting,coordinated_access","housing_status,substance_use",single_agency_only,,2023-01-09,2023-01-09,2024-10-07,,,digital_form,USR-024,USR-026,DOC-11506,
CNS-00123,CLI-0087,ORG-0001,2,explicit,active,pipa,"reporting,coordinated_access,case_mgmt",mental_health,single_agency_only,,2024-12-31,2024-12-31,2026-01-03,,,verbal_logged,USR-021,,DOC-97380,
CNS-00124,CLI-0087,ORG-0006,4,implied,expired,pipa_and_foippa,coordinated_access,"family,substance_use",all_dsa_agencies,,2024-10-03,2024-10-03,2025-09-19,,,portal,USR-031,USR-019,DOC-47589,
CNS-00125,CLI-0088,ORG-0006,3,explicit,active,pipa,"research,referrals,coordinated_access","family,substance_use,medical,financial",all_dsa_agencies,,2025-08-30,2025-08-30,2026-06-15,,,portal,USR-035,,DOC-82506,
CNS-00126,CLI-0089,ORG-0003,2,coordinated_access,active,indigenous_governance,"research,coordinated_access,case_mgmt","substance_use,housing_status,family,financial",single_agency_only,,2025-03-09,2025-03-09,2026-10-30,,,digital_form,USR-020,,DOC-40609,
CNS-00127,CLI-0089,ORG-0007,2,implied,active,pipa_and_foippa,"research,coordinated_access,reporting","medical,housing_status",limited_agencies,"ORG-0003,ORG-0004",2023-06-26,2023-06-26,2024-06-25,,,verbal_logged,USR-017,,DOC-93890,
CNS-00128,CLI-0090,ORG-0009,2,opt_out,active,indigenous_governance,"case_mgmt,research,referrals",medical,all_dsa_agencies,,2025-04-30,2025-04-30,2026-01-18,2025-07-14,,verbal_logged,USR-023,,DOC-32260,
CNS-00129,CLI-0090,ORG-0002,3,coordinated_access,active,pipa,"reporting,case_mgmt,referrals","demographics,mental_health,substance_use",all_dsa_agencies,,2024-06-26,2024-06-26,2025-10-21,,,verbal_logged,USR-031,USR-008,DOC-25844,
CNS-00130,CLI-0091,ORG-0004,4,coordinated_access,superseded,pipa,"coordinated_access,referrals","substance_use,housing_status",no_sharing,,2025-01-01,2025-01-01,2025-10-19,,2026-01-18,paper,USR-007,,DOC-75036,
CNS-00131,CLI-0091,ORG-0009,1,explicit,active,foippa,reporting,financial,single_agency_only,,2024-07-06,2024-07-06,2026-01-01,,,digital_form,USR-007,,DOC-18156,
CNS-00132,CLI-0091,ORG-0008,2,implied,pending,pipa,"reporting,case_mgmt","mental_health,substance_use",single_agency_only,,2023-11-15,2023-11-15,2024-12-25,,,portal,USR-029,,DOC-73620,RED_FLAG: implied_consent_sensitive
CNS-00133,CLI-0091,ORG-0007,4,coordinated_access,superseded,foippa,case_mgmt,"family,financial",single_agency_only,,2024-11-29,2024-11-29,2025-06-11,,2025-06-01,digital_form,USR-015,,DOC-17513,
CNS-00134,CLI-0091,ORG-0001,2,coordinated_access,active,pipa,"coordinated_access,reporting,research","financial,housing_status,family",single_agency_only,,2025-03-02,2025-03-02,2027-02-21,,,paper,USR-016,,DOC-51504,
CNS-00135,CLI-0092,ORG-0004,1,coordinated_access,expired,foippa,referrals,"housing_status,demographics",limited_agencies,"ORG-0002,ORG-0003,ORG-0005,ORG-0007",2026-04-19,2026-04-19,2026-04-19,,,digital_form,USR-029,Unknown,DOC-22924,
CNS-00136,CLI-0093,ORG-0003,3,opt_out,active,indigenous_governance,"research,reporting,coordinated_access","family,substance_use",single_agency_only,,2024-07-15,2024-07-15,2025-07-13,2025-05-18,,verbal_logged,USR-017,,DOC-50680,
CNS-00137,CLI-0093,ORG-0001,4,explicit,withdrawn,foippa_statutory,,"substance_use,housing_status,financial",all_dsa_agencies,,2025-11-15,2025-11-15,2026-11-03,2025-11-20,,paper,USR-037,,DOC-28751,RED_FLAG: foippa_statutory_missing_purpose
CNS-00138,CLI-0094,ORG-0004,4,inherited,active,pipa,"coordinated_access,research","housing_status,medical,substance_use",limited_agencies,"ORG-0001,ORG-0008,ORG-0007,ORG-0005",2025-01-10,2025-01-10,2026-05-14,,,paper,USR-002,,DOC-13309,
CNS-00139,CLI-0095,ORG-0007,3,explicit,active,pipa,reporting,"financial,substance_use,medical,demographics",single_agency_only,,2023-06-24,2023-06-24,2024-04-24,,,paper,USR-034,,DOC-33114,
CNS-00140,CLI-0096,ORG-0002,2,inherited,active,pipa_and_foippa,"research,reporting","mental_health,medical,demographics,financial",limited_agencies,"ORG-0004,ORG-0009",2024-09-19,2024-09-19,2026-07-31,,,paper,USR-032,,DOC-45844,
CNS-00141,CLI-0097,ORG-0007,4,inherited,expired,foippa,case_mgmt,"medical,housing_status,substance_use",all_dsa_agencies,,2024-12-03,2024-12-03,2025-03-10,,,verbal_logged,USR-008,,DOC-28708,
CNS-00142,CLI-9888,ORG-0007,4,explicit,active,foippa_statutory,"reporting,case_mgmt","housing_status,family",limited_agencies,"ORG-0008,ORG-0006,ORG-0009",2024-05-16,2024-05-16,2026-03-10,,,portal,USR-016,USR-009,DOC-40826,
CNS-00143,CLI-0099,ORG-0003,3,explicit,active,foippa,"coordinated_access,reporting","mental_health,financial",single_agency_only,,2026-03-27,2026-03-27,2028-03-25,,,paper,USR-027,,DOC-89091,
CNS-00144,CLI-0100,ORG-0007,4,explicit,active,foippa_statutory,coordinated_access,family,single_agency_only,,2026-04-02,2026-04-02,2028-02-25,,,verbal_logged,USR-017,,DOC-94589,RED_FLAG: scope_mismatch_seeded
CNS-00145,CLI-0101,ORG-0004,1,explicit,active,indigenous_governance,case_mgmt,family,single_agency_only,,2024-08-28,2024-08-28,2026-08-24,,,portal,USR-013,,DOC-77397,
CNS-00146,CLI-0102,ORG-0001,2,coordinated_access,active,foippa,coordinated_access,"financial,medical",all_dsa_agencies,,2024-10-19,2024-10-19,2026-08-29,,,paper,USR-005,USR-025,DOC-20110,
CNS-00147,CLI-0103,ORG-0005,3,explicit,active,foippa,"reporting,case_mgmt","financial,substance_use,medical",single_agency_only,,2025-07-14,2025-07-14,2026-01-27,,,digital_form,USR-032,,DOC-13502,RED_FLAG: scope_mismatch_seeded
CNS-00148,CLI-0104,ORG-0003,1,explicit,active,indigenous_governance,"coordinated_access,research","family,mental_health,financial",all_dsa_agencies,,2025-03-13,2025-03-13,2026-05-21,,,verbal_logged,USR-029,USR-002,DOC-60981,
CNS-00149,CLI-0105,ORG-0006,1,implied,active,pipa,"research,coordinated_access",demographics,single_agency_only,,2026-01-24,2026-01-24,2027-04-29,,,digital_form,USR-010,,DOC-16432,
CNS-00150,CLI-0106,ORG-0001,2,explicit,active,foippa_statutory,,"financial,family,housing_status",limited_agencies,"ORG-0005,ORG-0007",2024-03-08,2024-03-08,2025-03-03,,,paper,USR-037,,DOC-28373,RED_FLAG: foippa_statutory_missing_purpose
CNS-00151,CLI-0107,ORG-0001,3,explicit,active,pipa,"case_mgmt,referrals,research","housing_status,demographics,medical,mental_health",anonymous_only,,2025-06-28,2025-06-28,2026-03-20,,,digital_form,USR-013,,DOC-73741,
CNS-00152,CLI-0107,ORG-0004,4,explicit,superseded,foippa,"referrals,reporting,coordinated_access","family,substance_use,housing_status",limited_agencies,"ORG-0009,ORG-0008",2025-10-08,2025-10-08,2027-05-29,,2025-11-23,paper,USR-014,,DOC-12970,
CNS-00153,CLI-0108,ORG-0008,2,explicit,active,indigenous_governance,"research,case_mgmt","substance_use,housing_status,financial",all_dsa_agencies,,2023-03-31,2023-03-31,2024-02-20,2025-12-06,,digital_form,USR-023,,DOC-87402,
CNS-00154,CLI-0108,ORG-0002,2,coordinated_access,superseded,indigenous_governance,"reporting,coordinated_access","substance_use,family,financial,demographics",single_agency_only,,2023-12-15,2023-12-15,2024-08-24,,2024-10-17,digital_form,USR-001,USR-009,DOC-69604,RED_FLAG: scope_mismatch_seeded
CNS-00155,CLI-0109,ORG-0003,1,explicit,active,pipa_and_foippa,"coordinated_access,reporting,case_mgmt","substance_use,demographics",no_sharing,,2023-12-19,2023-12-19,2024-12-23,,,verbal_logged,USR-002,,DOC-91471,
CNS-00156,CLI-0110,ORG-0009,1,explicit,expired,foippa,"referrals,research,case_mgmt",medical,limited_agencies,"ORG-0009,ORG-0007,ORG-0001",2023-03-29,2023-03-29,2024-01-21,,,verbal_logged,USR-038,,DOC-49006,
CNS-00157,CLI-0110,ORG-0003,1,explicit,active,pipa,case_mgmt,"mental_health,family",all_dsa_agencies,,2024-12-29,2024-12-29,2026-04-29,,,paper,USR-025,,DOC-89033,
CNS-00158,CLI-0110,ORG-0001,1,explicit,active,pipa,"research,reporting,coordinated_access","financial,demographics",single_agency_only,,2023-08-18,2023-08-18,2025-03-15,,,verbal_logged,USR-021,,DOC-20227,
CNS-00159,CLI-0111,ORG-0008,3,declined_anonymous,superseded,foippa,referrals,"financial,substance_use,housing_status",limited_agencies,"ORG-0004,ORG-0009,ORG-0005,ORG-0008",2025-03-10,2025-03-10,2026-04-02,,2025-03-13,verbal_logged,USR-001,USR-022,DOC-64839,
CNS-00160,CLI-0111,ORG-0009,2,opt_out,active,pipa_and_foippa,"coordinated_access,research","medical,substance_use",all_dsa_agencies,,2023-12-03,2023-12-03,2025-10-07,,,paper,USR-035,USR-035,DOC-55842,
CNS-00161,CLI-0112,ORG-0008,1,explicit,withdrawn,pipa,"coordinated_access,case_mgmt","financial,housing_status",limited_agencies,"ORG-0008,ORG-0006,ORG-0005",2025-10-17,2025-10-17,2027-08-22,2025-12-07,,verbal_logged,USR-031,,DOC-76969,
CNS-00162,CLI-0113,ORG-0008,4,coordinated_access,active,foippa_statutory,reporting,mental_health,limited_agencies,"ORG-0007,ORG-0006,ORG-0008",2025-09-14,2025-09-14,2026-05-25,,,digital_form,USR-017,USR-011,DOC-17327,
CNS-00163,CLI-0114,ORG-0001,3,implied,active,pipa,"coordinated_access,case_mgmt,referrals",financial,limited_agencies,"ORG-0002,ORG-0006,ORG-0008",2026-01-29,2026-01-29,2026-10-18,,,verbal_logged,USR-018,,DOC-64576,
CNS-00164,CLI-0115,ORG-0002,3,implied,expired,indigenous_governance,"research,coordinated_access,referrals","substance_use,demographics,medical,family",all_dsa_agencies,,2024-05-10,2024-05-10,2024-09-29,,,verbal_logged,USR-010,USR-006,DOC-11770,
CNS-00165,CLI-0116,ORG-0001,4,explicit,active,foippa_statutory,,"demographics,financial,substance_use",all_dsa_agencies,,2024-02-29,2024-02-29,2026-01-24,,,paper,USR-019,,DOC-29827,RED_FLAG: foippa_statutory_missing_purpose
CNS-00166,CLI-0116,ORG-0007,3,explicit,expired,pipa,"case_mgmt,coordinated_access","demographics,mental_health,family",limited_agencies,"ORG-0004,ORG-0002,ORG-0003",2025-04-20,2025-04-20,2025-05-13,,,paper,USR-030,USR-028,DOC-34947,
CNS-00167,CLI-0116,ORG-0001,2,coordinated_access,active,foippa_statutory,,"housing_status,mental_health,medical,substance_use",limited_agencies,"ORG-0004,ORG-0008",2026-02-16,2026-02-16,2026-09-10,,,verbal_logged,USR-012,,DOC-77017,RED_FLAG: foippa_statutory_missing_purpose
CNS-00168,CLI-0117,ORG-0009,4,inherited,superseded,pipa,research,"housing_status,medical",limited_agencies,"ORG-0006,ORG-0007",2025-05-18,2025-05-18,2026-08-01,,2025-09-11,paper,USR-039,,DOC-16076,
CNS-00169,CLI-0118,ORG-0005,2,declined_anonymous,superseded,foippa,referrals,"financial,family,mental_health,demographics",single_agency_only,,2023-10-10,2023-10-10,2025-05-10,,2025-09-17,verbal_logged,USR-040,,DOC-37407,
CNS-00170,CLI-0119,ORG-0005,4,explicit,superseded,pipa,case_mgmt,housing_status,limited_agencies,"ORG-0005,ORG-0002,ORG-0003,ORG-0007",2024-01-24,2024-01-24,2025-10-26,,2025-08-21,paper,USR-021,,DOC-22195,
CNS-00171,CLI-0119,ORG-0001,1,explicit,superseded,pipa,"reporting,referrals,case_mgmt",financial,anonymous_only,,2025-10-29,2025-10-29,2027-05-04,,2026-04-16,paper,USR-037,,DOC-31168,
CNS-00172,CLI-0120,ORG-0005,2,explicit,active,foippa,"reporting,referrals","medical,demographics",no_sharing,,2024-03-27,2024-03-27,2025-06-11,,,verbal_logged,USR-001,,DOC-93321,
CNS-00173,CLI-0121,ORG-0008,3,opt_out,active,indigenous_governance,"coordinated_access,research","substance_use,housing_status,medical",no_sharing,,2023-10-01,2023-10-01,2024-09-11,,,portal,USR-009,,DOC-16484,
CNS-00174,CLI-0121,ORG-0006,1,inherited,withdrawn,foippa_statutory,"research,referrals",substance_use,all_dsa_agencies,,2024-09-14,2024-09-14,2025-03-29,2025-05-23,,verbal_logged,USR-010,999,DOC-82738,
CNS-00175,CLI-0121,ORG-0001,4,coordinated_access,active,pipa,referrals,"medical,financial",all_dsa_agencies,,2025-03-26,2025-03-26,2026-05-22,,,portal,USR-038,USR-012,DOC-47569,
CNS-00176,CLI-0122,ORG-0008,4,inherited,active,foippa_statutory,case_mgmt,medical,single_agency_only,,2024-05-07,2024-05-07,2026-03-20,,,portal,USR-026,USR-022,DOC-45425,
CNS-00177,CLI-0123,ORG-0008,4,declined_anonymous,active,pipa_and_foippa,coordinated_access,"medical,substance_use",limited_agencies,"ORG-0003,ORG-0006,ORG-0001,ORG-0009",2024-01-04,2024-01-04,2025-08-18,,,verbal_logged,USR-037,,DOC-77162,
CNS-00178,CLI-0124,ORG-0004,3,inherited,active,indigenous_governance,"case_mgmt,referrals,reporting","family,financial",all_dsa_agencies,,2024-10-18,2024-10-18,2026-03-31,,,digital_form,USR-028,USR-007,DOC-89097,RED_FLAG: ocap_override_ignored
CNS-00179,CLI-0125,ORG-0005,3,explicit,active,indigenous_governance,"case_mgmt,coordinated_access,research","financial,housing_status,mental_health",single_agency_only,,2023-11-06,2023-11-06,2024-09-22,,,verbal_logged,USR-027,,DOC-37240,
CNS-00180,CLI-0125,ORG-0005,1,explicit,active,foippa,coordinated_access,"housing_status,family",limited_agencies,"ORG-0006,ORG-0002",2023-10-04,2023-10-04,2024-04-29,,,portal,USR-035,USR-023,DOC-21823,
CNS-00181,CLI-0125,ORG-0009,2,explicit,active,indigenous_governance,"research,coordinated_access,reporting","demographics,family,substance_use,medical",all_dsa_agencies,,2025-11-11,2025-11-11,2027-10-20,,,paper,USR-028,Unknown,DOC-85964,
CNS-00182,CLI-0126,ORG-0006,2,explicit,active,pipa_and_foippa,"case_mgmt,research,coordinated_access","substance_use,housing_status,family",all_dsa_agencies,,2023-11-21,2023-11-21,2024-08-15,,,portal,USR-036,,DOC-64641,
CNS-00183,CLI-0126,ORG-0008,2,explicit,active,pipa,referrals,"financial,mental_health",single_agency_only,,2025-08-10,2025-08-10,2026-07-17,,,digital_form,USR-036,,DOC-98618,
CNS-00184,CLI-0126,ORG-0007,1,explicit,superseded,pipa_and_foippa,coordinated_access,"family,substance_use,demographics,housing_status",limited_agencies,"ORG-0003,ORG-0002,ORG-0008,ORG-0004",2025-03-04,2025-03-04,2025-12-07,,2025-06-27,portal,USR-017,,DOC-73675,
CNS-00185,CLI-0127,ORG-0005,1,explicit,active,foippa,"referrals,case_mgmt",mental_health,all_dsa_agencies,,2024-02-04,2024-02-04,2024-12-15,,,portal,USR-034,,DOC-45566,
CNS-00186,CLI-9914,ORG-0004,1,explicit,active,pipa_and_foippa,"research,reporting,referrals",substance_use,limited_agencies,"ORG-0004,ORG-0003,ORG-0006",2023-02-20,2023-02-20,2023-10-01,,,portal,USR-017,,DOC-52657,
CNS-00187,CLI-0129,ORG-0003,2,explicit,withdrawn,indigenous_governance,"coordinated_access,research,referrals","family,mental_health,financial,demographics",limited_agencies,"ORG-0002,ORG-0005,ORG-0009,ORG-0006",2025-09-07,2025-09-07,2026-08-06,2026-03-07,,verbal_logged,USR-039,,DOC-40530,
CNS-00188,CLI-0130,ORG-0006,3,implied,active,foippa,"reporting,case_mgmt","medical,demographics,substance_use",limited_agencies,"ORG-0005,ORG-0002,ORG-0009,ORG-0001",2023-10-02,2023-10-02,2024-08-05,,,portal,USR-014,,DOC-29348,
CNS-00189,CLI-0131,ORG-0002,2,opt_out,active,pipa,"coordinated_access,referrals,case_mgmt","substance_use,mental_health,financial",limited_agencies,"ORG-0003,ORG-0007,ORG-0001",2023-03-03,2023-03-03,2023-09-13,,,digital_form,USR-036,,DOC-82642,
CNS-00190,CLI-0132,ORG-0006,2,coordinated_access,active,indigenous_governance,"research,case_mgmt","substance_use,housing_status,mental_health,financial",limited_agencies,"ORG-0009,ORG-0008",2025-10-18,2025-10-18,2027-01-17,,,verbal_logged,USR-037,USR-004,DOC-76797,
CNS-00191,CLI-0133,ORG-0004,2,explicit,superseded,pipa,case_mgmt,"family,substance_use",all_dsa_agencies,,2025-07-18,2025-07-18,2026-07-24,,2026-03-12,paper,USR-037,,DOC-65079,
CNS-00192,CLI-0134,ORG-0008,1,explicit,active,pipa,"referrals,research","substance_use,financial",limited_agencies,"ORG-0002,ORG-0005,ORG-0004",2023-08-31,2023-08-31,2025-03-08,,,portal,USR-038,USR-021,DOC-95307,
CNS-00193,CLI-0135,ORG-0001,2,declined_anonymous,active,foippa,referrals,"mental_health,substance_use,housing_status",all_dsa_agencies,,2023-08-06,2023-08-06,2025-06-08,,,paper,USR-034,,DOC-30383,
CNS-00194,CLI-0136,ORG-0007,2,inherited,superseded,foippa_statutory,"referrals,reporting","medical,housing_status,financial,family",no_sharing,,2024-06-07,2024-06-07,2025-04-05,,2025-01-16,portal,USR-037,,DOC-53566,
CNS-00195,CLI-0137,ORG-0005,2,explicit,active,foippa_statutory,"coordinated_access,referrals,research","medical,financial,housing_status,substance_use",single_agency_only,,2023-01-28,2023-01-28,2024-12-22,,,portal,USR-001,,DOC-79396,
CNS-00196,CLI-0137,ORG-0009,1,explicit,active,pipa_and_foippa,"reporting,research","medical,demographics,housing_status",single_agency_only,,2025-02-02,2025-02-02,2026-03-20,,,digital_form,USR-007,USR-040,DOC-56333,
CNS-00197,CLI-0138,ORG-0004,4,explicit,active,foippa,"reporting,case_mgmt,referrals","demographics,financial,mental_health",single_agency_only,,2023-02-14,2023-02-14,2023-08-19,,,verbal_logged,USR-007,USR-004,DOC-30732,
CNS-00198,CLI-0138,ORG-0009,1,explicit,active,pipa,"coordinated_access,referrals,research","demographics,medical,substance_use,family",limited_agencies,"ORG-0008,ORG-0004",2023-10-12,2023-10-12,2025-01-29,,,verbal_logged,USR-020,,DOC-91315,
CNS-00199,CLI-0139,ORG-0004,1,coordinated_access,active,indigenous_governance,"reporting,coordinated_access","financial,demographics,mental_health",all_dsa_agencies,,2024-01-05,2024-01-05,2025-11-21,,,paper,USR-016,,DOC-76012,
CNS-00200,CLI-0139,ORG-0005,3,explicit,active,foippa_statutory,"referrals,case_mgmt,reporting","housing_status,mental_health,substance_use",single_agency_only,,2025-06-29,2025-06-29,2026-10-19,,,portal,USR-006,,DOC-71119,
CNS-00201,CLI-0140,ORG-0005,4,implied,active,pipa,"reporting,research",housing_status,all_dsa_agencies,,2024-11-15,2024-11-15,2026-03-20,,,paper,USR-031,,DOC-70623,
CNS-00202,CLI-0141,ORG-0009,2,explicit,expired,pipa,"coordinated_access,reporting","mental_health,financial,family",single_agency_only,,2024-01-27,2024-01-27,2024-12-06,,,paper,USR-021,,DOC-79450,
CNS-00203,CLI-0142,ORG-0001,2,explicit,active,indigenous_governance,case_mgmt,"demographics,mental_health",limited_agencies,"ORG-0001,ORG-0006,ORG-0003,ORG-0005",2024-09-03,2024-09-03,2025-11-25,,,verbal_logged,USR-036,,DOC-88345,
CNS-00204,CLI-0143,ORG-0008,3,explicit,active,indigenous_governance,referrals,financial,all_dsa_agencies,,2025-06-25,2025-06-25,2027-05-18,,,verbal_logged,USR-030,,DOC-45813,
CNS-00205,CLI-0143,ORG-0001,1,coordinated_access,active,pipa,"reporting,case_mgmt,referrals","financial,family,mental_health",all_dsa_agencies,,2024-11-22,2024-11-22,2026-06-20,,,verbal_logged,USR-031,,DOC-46504,
CNS-00206,CLI-0144,ORG-0006,2,explicit,active,pipa_and_foippa,referrals,"substance_use,financial",all_dsa_agencies,,2025-01-27,2025-01-27,2026-01-18,,,digital_form,USR-014,,DOC-70758,
CNS-00207,CLI-0145,ORG-0003,4,inherited,active,foippa_statutory,,"housing_status,substance_use,financial,family",single_agency_only,,2023-04-13,2023-04-13,2026-03-20,,,digital_form,USR-007,USR-017,DOC-72082,RED_FLAG: foippa_statutory_missing_purpose
CNS-00208,CLI-0146,ORG-0002,3,explicit,active,pipa_and_foippa,"coordinated_access,reporting",mental_health,all_dsa_agencies,,2024-11-13,2024-11-13,2025-07-30,,,portal,USR-012,,DOC-41992,
CNS-00209,CLI-0147,ORG-0009,4,implied,superseded,foippa_statutory,"referrals,coordinated_access,case_mgmt",demographics,limited_agencies,"ORG-0007,ORG-0009,ORG-0008,ORG-0003",2023-04-03,2023-04-03,2023-11-07,,2024-11-28,verbal_logged,USR-023,,DOC-95103,
